新浪重庆,:#重庆抗击新冠肺炎#【最新：重庆连续8日无新增确诊病例现有在院确诊病例为零区县增至14个】2020年3月3日0—24时，重庆市无新冠肺炎新增确诊病例报告，新增治愈出院病例21例。新增治愈出院病例中，万州区5例、涪陵区1例、江北区2例、九龙坡区1例、南岸区1例、合川区1例、綦江区1例、大足区1例、铜梁区1例、垫江县2例、忠县1例、云阳县1例、奉节县1例、巫山县1例、石柱县1例。截至3月3日24时，重庆市现有在院确诊病例80例（其中重型病例5例、危重型病例2例），累计死亡病例6例，累计治愈出院病例490例，累计报告确诊病例576例。累计追踪到密切接触者23602人，已解除医学观察23288人，尚有314人正在接受医学观察。具体情况如下：专家认为，截至3月3日，我市连续8日无新增确诊病例，现有在院确诊病例降至80例，现有在院确诊病例为零的区县增至14个，疫情发展态势积极向好。但是，零增长并不等于零风险。随着企业复工复产比例不断提高，来渝返渝人员包括境外来渝返渝人员不断增加，当前疫情防控形势依然严峻复杂，仍有很大的不确定性，面临着反弹压力，决不能盲目乐观，必须抓紧抓实抓细各项防控措施。重庆市卫生健康委提示：当前仍然是疫情防控的关键时期，广大市民千万不要放松警惕，依然要持续做好个人防护，坚持少出门、戴口罩、勤洗手、不聚餐、不聚集。如果出现发热、咳嗽、乏力等可疑症状，请戴好口罩，及时到发热门诊就诊。
三峡都市报微博,:#重庆市政府新闻发布会#【“支持企业40条”中续贷续保的政策，如何操作看这里】今（3）日，重庆市政府新闻办举行重庆市新冠肺炎疫情防控工作新闻发布会（第三十八场），会上，金融监管局副局长金勇杰介绍了“支持企业40条”中的续贷续保政策的具体操作流作。●对于受疫情影响困难中小微企业（含个体工商户和小微企业主），可向贷款银行提出延期支付本金利息、免收罚息的申请，银行金融机构接到申请后，在平等协商、达成一致的前提下，双方按照《合同法》《商业银行法》完善相应的合同及协议等相关手续，即可办理，还本付息日期最长可延至2020年6月30日。●对于2020年6月30日前到期且单户贷款规模1000万元以下的困难小微企业（含个体工商户和小微企业主）可向原贷款银行提出申请，贷款本金最长可展期6个月，利息可最长可缓期6个月支付，展期期间不视为逾期贷款，也不应加收罚息。●对于在贷款时有融资担保公司提供担保的中小微企业，除了银行外，还需融资担保机构同步配合办理续保，才能实现展期续贷。企业（含个体工商户和小微企业主）通过经办银行提出申请，经银行机构审核同意后将符合条件的企业推送融资担保机构审核，各融资担保机构与企业共同完善续保法律文书，配合银行做好同步续保工作，并缓收担保费。
微渝中,:【直击一线丨交通执法渝中区大队：全力做好商圈复工保障】连日来，渝中区解放碑商圈、大坪商圈部分商场陆续恢复营业，商圈周边人流量、车流量小幅度增加，为维护商圈周边道路交通运输秩序，保障市民群众平安出行，重庆市交通运输综合行政执法总队直属支队渝中区大队多措并举，全力做好商圈复工交通执法保障。http://t.cn/A67NrqrL
劲仔小鱼520,:2020年3月3日重庆市新冠肺炎疫情情况http://t.cn/A679Txm2
沙坪坝微政务,:#重庆市政府新闻发布会#【精准开展政策辅导，多举措确保政策落地】今（3）日，重庆市政府新闻办举行重庆市新冠肺炎疫情防控工作新闻发布会（第三十八场），市税务局副局长姚朝智介绍，为保证政策的落实，市税务局主要做了以下几方面工作：●精准开展政策辅导。市税务局及时梳理了阶段性新政策，和现行有效老政策，发布了支持疫情防控的税费政策指引，编写了政策操作问答四期，通过电子税务局、12366纳税服务热线、微信、网站等向纳税人实时推送。●最大限度便利政策享受。除延期缴纳税款（属于行政许可）和中小困难企业申请房产税、城镇土地使用税减免（属于税收核准）这两项外，其它的政策都按照“纳税人自行判别、申报享受、相关资料留存备查”的方式办理。●持续加强政策效应分析。定点联系企业，分户确定税务联络员，市、区（县）两级税务机关分别组建定点联系企业团队，及时了解企业困难，跟踪分析评估各项税费政策执行效应，快速响应企业涉税诉求及意见建议。（via重庆发布）
重庆法制报,:【水电气“三降低一减免”推动我市企业复工复产】今日下午，在重庆市新冠肺炎疫情防控工作新闻发布会上，市发展改革委副主任、新闻发言人米本家介绍了我市在推动企业复工复产中涉及到生产要素水、电、气等方面的优惠政策。“我们的支持政策概括起来就是‘三降低一减免’。”米本家说，“三降低”就是降低用电的成本、降低用水的成本、降低用气的成本；“一减免”就是减免部分电费，预计可降低企业用电用水用气成本约14.5亿元。米本家介绍，“三降低”一是阶段性降低企业用电成本。对批发业、零售业、餐饮业、住宿业电力用户2020年2月1日至3月31日电费按到户电价水平的90%结算，4月1日至6月30日按到户电价水平的95%结算。对除高耗能行业以外的其他行业电力用户，2月1日至6月30日电费按到户电价水平的95%结算。此项政策预计可降低企业用电成本约6亿元。二是阶段性降低企业用水成本。2月1日至6月30日，主城区批发业、零售业、餐饮业、住宿业自来水价格（不含污水处理费、水资源费）按现行政策的90%结算，其他非居民自来水价格按现行政策降低0.1元/立方米结算。主城以外区县结合当地实际阶段性降低自来水价格。此项政策预计可降低企业用水成本约3.5亿元。三是阶段性降低企业用气成本。目前已出台“对批发业、零售业、餐饮业、住宿业燃气用户2月1日至3月31日气费按到户气价水平的90%结算”的降价政策。“近期，我市还将按照国家阶段性降低企业用气成本政策，根据调整企业终端销售价格。初步测算，可降低用气成本约3亿元。”米本家说道。据介绍，“一减免”即实施支持性的“两部制”电价政策，2月1日至6月30日，对暂不能正常开工、复工的企业，放宽容（需）量电价计费方式变更周期和减容（暂停）期限，按规定减免收取容（需）量电费。对因满足疫情防控需要扩大产能的企业，选择按合同最大需量方式缴纳容（需）量电费的，实际最大用量不受合同最大需量限制，超过合同约定最大需量105%的部分按实计收。为疫情防控直接服务的新建、扩建医疗等场所用电免收高可靠性供电费，此项政策预计减轻企业用电负担约两亿元。（记者杨雪）
华龙网,:【“渝康码”不允许截图使用如不实填写信息将承担法律责任】2月19号，重庆“渝康码”正式上线，“渝康码”到底在哪些场景下使用？“渝康码”对企业复工复产、高校复学、市民出行等有什么帮助？3日，重庆市健康教育所副所长杨庆华为市民进行了一一解答。http://t.cn/A67N19Gj
Space卡卡,:#共战疫情渝你同在#涓滴之水成海洋，颗颗爱心变希望。我在“抗击疫情，重庆“雄起”！”项目捐款成功！@重庆市慈善总会抗击疫情，重庆“雄起”！
城市交通罗本祥,:为满足务工人员返程返岗和企业复工复产运输需求，有力支撑企业复工复产和经济社会平稳运行，经研究同意，在做好疫情防控和安全管理的前提下，自3月3日起，重庆市有序恢复在疫情发生前已开通的相关省（自治区、直辖市）的省际客运班线运营（除北京和湖北外）。3日起重庆有序恢复省际客运班线北京和湖北除外
沙坪坝微政务,:#重庆市政府新闻发布会#【专项再贷款+专用再贷款，重庆两贷款政策“加持”助力复工复产】今（3）日，重庆市政府新闻办举行重庆市新冠肺炎疫情防控工作新闻发布会（第三十八场）。发布会上，人行重庆营管部副主任王江渝就人行重庆营管部牵头的两项再贷款政策作简要解读。一、疫情防控重点企业专项再贷款。专项再贷款，用于支持金融机构向相关直接参与防疫的重点医用物品和生活物资的生产、运输和销售的重点企业提供优惠利率信贷支持。专项再贷款执行优惠利率，目前为1.55%，并相应要求银行向重点企业发放的贷款利率不得高于最近一期一年期LPR减100个基点（目前为3.05%），同时财政给予50%的贴息。二、专用再贷款政策。金融机构使用再贷款专用额度贷款利率上限为最近的一年期LPR加50个基点，目前为4.55%。支农再贷款的使用投向主要是支持脱贫攻坚、春耕备耕、养猪等禽畜养殖、县域小微企业复工复产等领域；支小再贷款的资金投向用途为普惠小微企业贷款，重点支持受疫情影响较大的外贸、制造业、旅游娱乐、住宿餐饮、交通运输等行业的小微企业和个体工商户。（via重庆发布）
沙坪坝微政务,:#重庆市政府新闻发布会#【详解“支持企业40条”中融保增信政策这份具体说明请收好】今（3）日，重庆市政府新闻办举行重庆市新冠肺炎疫情防控工作新闻发布会（第三十八场），会上，金融监管局副局长金勇杰介绍了“支持企业40条”中的融担增信政策的具体操作流作。一是可由以上企业向银行机构提出新增贷款或续贷申请，经办银行将符合条件的企业向各融资担保机构推送。二是各融资担保机构主动通过企业信息平台等渠道主动对接以上企业。三是在不违背内部风险控制的基础上，各融资担保机构开设“绿色通道”，实行优先受理、优先审批、优先担保，简化程序和手续，减少材料申报，缩短审批时限，加快办理效率，力争48小时内向银行出具保函。地方金融监管部门鼓励各融资担保机构对符合以上条件的企业做到应担尽担，并相应将担保费减免10%以上。（via重庆发布）
重庆法制报,:【重庆即将推出增强版“支持企业40条”】今日下午，在重庆市新冠肺炎疫情防控工作新闻发布会上，市发展改革委副主任、新闻发言人米本家介绍，我市系统性地整合梳理和补充完善前期的惠企政策，决定即将推出包括金融、财税、降成本三个方面增强版的40条政策（以下简称“支持企业40条”），帮助企业渡过生产经营难关，加快企业复工复产和重大项目复工开工。包括金融、财税、降成本三个方面将减免社会保险费约133亿元米本家介绍，自新冠肺炎疫情发生以来，针对企业关切的急点、难点、痛点问题，市政府和相关部门陆续出台了一系列专项政策和举措，以非常之策为企业复工复产和生产经营保驾护航，全市企业正在加速复工复产，经济社会活力正在逐步恢复。截至3月2日，全市规模以上工业企业开工6475家、开工率达到了99.4%；市级重大在建项目复工549个、复工率98.6%。“支持企业40条”主要包括三个方面：其中，在加大金融支持强度方面提出了10条政策，涉及续贷续保、转贷应急周转资金、担保增信、降低贷款利率、贷款贴息、涉农小微新增贷款、定向授信贷款、疫情专项再贷款、融资担保费奖补、支持外贸企业等方面。初步估计，为疫情防控重点企业、涉农小微新增低利率贷款250亿元，为受疫情影响小微企业存量贷款展期续贷1000亿元左右，预计为企业节约融资成本16亿元左右。在加强财税纾困力度方面提出了15条政策，涉及增值税率下调、个体户税额调整、税款减免、延长亏损结转年限、延期纳税、防疫物资保供资金池、培训补助、农业产销补助、物流降本增效、货运恢复、公路运输恢复、服务外包补贴等方面。初步估计，缓解企业纳税压力近10亿元；培训补贴约0.8亿元，支持两万名以上的企业职工参加培训。在降低生产经营成本方面提出了15条政策，涉及社保费减免缓、公积金减免缓、援企稳岗返还、租金减免、企业用能用水成本降低、农民工工资保证金减免缓、项目资本金监管、基础设施配套费缓缴、防空地下室易地建设费缓缴等方面。初步估计，将减免社会保险费约133亿元；降低企业用能用水成本14.5亿元左右；返还约16亿元稳岗补助，稳定约70万个就业岗位。四大特点条条“干货”受益面扩大到广大个体工商户据介绍，“支持企业40条”主要有重点突出、针对性强、受惠企业多和含金量高的四大特点。在重点突出方面，从“金融支持、财税纾困、降低成本”三方面入手，突出政策发力重点。金融政策聚焦为企业提供流动资金、降低融资成本、缓解还本付息压力；财税政策聚焦对企业税款进行“减免扣补缓”，对农业、物流、外包等行业进行财政补贴；降低成本政策聚焦为企业减免社保、降低用能用水成本、降低新开工项目门槛。在针对性强方面，回应企业关切，立足治“痛点”攻“难点”疏“堵点”挠“痒点”，集中出台对企业最直接、最迫切、最有获得感的政策，释放政策动能，增强企业信心，稳定市场预期。如以提供周转资金、专用再贷款、定向授信等措施，为企业注入流动性，破解企业复工复产启动资金难题；以贷款本金展期、利息缓期、降低利率税率等措施，帮助企业恢复正常生产经营活动。在受惠企业多方面，不但覆盖疫情防控重点企业，而且覆盖大中小微企业，并将政策受益面扩大到广大个体工商户。呈现出大型企业减负担保份额，中小微企业降成本保市场，个体工商户缓压力保运转。在含金量高方面，政策条条“干货”，都是实实在在的“真金白银”，如续贷续保政策为企业贷款本金展期约1000亿元，节约融资成本8亿元左右；减免缓税款，可申请减免3个月房产税和城镇土地使用税；阶段性减免社会保险，为企业减免保险费达133亿元。“下一步，我们将切实加强‘支持企业40条’的贯彻落实，启动实施‘春风计划’，派出一批懂政策的机关干部为‘政策专员’，用网格化、全覆盖的方式，进一步提升政策知晓率、执行率、兑现率，把政策春风送到每一家企业。”米本家说道。（记者杨雪）
